gene 	 shG9a_E2-
SSH3 	 407
SENP3 	 250
MPI 	 258
SLC39A3 	 188
AC011718.2 	 15
KSR2 	 207
ZNF121 	 253
L2HGDH 	 215
AC108463.3 	 153
ZNF432 	 191
TGFBI 	 1022
RNF40 	 419
MAL2 	 518
B3GALNT2 	 289
ECD 	 237
CD9 	 431
PDPK2 	 221
LRFN1 	 190
PLXNA2 	 857
LRRC8C 	 178
CTA-29F11.1 	 187
ZNF879 	 183
SUN1 	 247
EXOSC2 	 207
EPC1 	 335
EPAS1 	 1297
MT2A 	 275
POLD4 	 497
RP11-384J4.2 	 101
C9orf117 	 539
GCSHP5 	 191
AC093616.4 	 184
TBC1D30 	 156
TMED4 	 349
ATAD1 	 342
STARD7 	 478
PTDSS2 	 420
RP4-545K15.3 	 218
POFUT2 	 292
STYX 	 379
CRELD2 	 295
SGTB 	 405
ZNF250 	 252
TAF1D 	 227
SLC16A13 	 265
PHF20L1 	 300
PMAIP1 	 305
DNAJC18 	 426
AC017048.3 	 1
AP001469.9 	 195
FUT11 	 314
CXADR 	 326
NAB1 	 330
TXLNG 	 378
SIM2 	 225
SEMA3E 	 72
ADPRHL1 	 261
ZNF587 	 180
RBM12B 	 328
SLC15A2 	 407
HM13 	 346
MEGF8 	 286
RP11-367G18.2 	 82
PCDHB10 	 270
ABCF3 	 273
DNAJC12 	 192
CCNB1 	 225
ZFYVE21 	 342
AL136419.6 	 220
THEM4 	 201
AP001372.2 	 315
ARL5A 	 287
CLMN 	 317
EFHA1 	 415
ZNF500 	 230
AC000089.3 	 236
AC112229.1 	 90
DCLRE1C 	 306
GSTM4 	 148
MAN1B1 	 392
C8orf76 	 299
RP11-159F24.6 	 80
USF2 	 391
AC002055.4 	 163
C1orf86 	 201
TUBGCP5 	 307
IFT27 	 256
CDAN1 	 262
SNHG3 	 134
RP3-375P9.2 	 150
USP11 	 321
KATNBL1 	 289
CPSF7 	 261
TRIM13 	 193
ZNF860 	 330
SPG7 	 358
LACC1 	 415
CCDC64 	 443
PRKAA2 	 272
FOXI1 	 160
ITFG1 	 351
FKBP9L 	 209
NFKB2 	 381
ZDHHC12 	 340
RP5-1180C10.2 	 193
KCNK1 	 519
TRA2B 	 145
RNF213 	 235
TNFRSF11A 	 169
ESRP2 	 416
RP11-1023L17.1 	 188
ARPC2 	 697
RPS20P35 	 8
KLC2 	 199
GCNT4 	 631
TIMM17B 	 315
C19orf55 	 267
UBE2SP2 	 104
HDAC7 	 378
ATP5O 	 203
KLF12 	 639
RP11-1407O15.2 	 257
CTC-534A2.2 	 332
FSD1 	 475
IKBKAP 	 379
SMPD2 	 235
RP5-1010E17.2 	 173
RSRC2 	 265
AC126365.1 	 181
COMMD4 	 307
C12orf76 	 572
E2F4 	 234
RBM12 	 224
GSC 	 168
SP110 	 527
PIN4 	 358
SUPT7L 	 343
FAM184B 	 212
CSTA 	 169
AGAP3 	 296
SOX11 	 160
RP11-574K11.16 	 271
BIRC3 	 651
FBXO9 	 249
AC137934.1 	 217
HERC2P2 	 147
LZIC 	 341
RP11-88H9.1 	 263
AP001062.7 	 249
FKBP15 	 577
MMD 	 409
NEK4 	 185
UNC119 	 107
RP11-261C10.3 	 69
RP11-244O19.1 	 195
CASP8 	 508
UBLCP1 	 326
MOB2 	 383
UBQLN4P1 	 160
NINL 	 302
CPNE3 	 225
AF131215.2 	 523
WWC1 	 237
MSL3 	 294
FOXK2 	 170
KAT8 	 283
POLR3C 	 265
C11orf30 	 282
LSM12P1 	 250
LIPH 	 769
STOX2 	 177
GATA6 	 365
BRAF 	 232
POLR2J4 	 215
CEP95 	 202
QRICH1 	 212
MB21D1 	 272
RRM2 	 265
MYBL2 	 176
RP11-676M6.1 	 236
FMNL3 	 262
HOXA10 	 222
TBC1D25 	 240
ZNF530 	 188
NAA60 	 285
TATDN2 	 235
ANKRD13D 	 336
PTPN2 	 290
C1orf212 	 329
MAP2K2 	 280
RIMS3 	 517
ZNF853 	 309
TRAF6 	 267
C21orf2 	 250
AC091729.9 	 290
ACVR2A 	 274
TGDS 	 241
MRPS18A 	 320
SLC35G1 	 180
FKBP2 	 364
CCDC78 	 107
METTL7B 	 166
KRT86 	 1298
C9orf85 	 248
SARM1 	 873
ABCA5 	 162
LRRC45 	 260
CHTF8 	 311
TIMELESS 	 216
TPM2 	 870
GPR137B 	 290
CDK10 	 193
COPS7B 	 26
CAPN7 	 329
EIF2B1 	 233
EIF4BP2 	 15
ENGASE 	 307
KATNB1 	 276
RP11-226L15.5 	 255
WDR46 	 0
THUMPD3 	 296
RP11-27M15.1 	 239
RP11-274B21.4 	 52
SORL1 	 470
MRPL15 	 292
CRB3 	 403
C3orf62 	 218
RP11-136F16.1 	 0
NAIF1 	 351
FKBP14 	 311
TTC21B 	 277
TSSK6 	 265
LETMD1 	 268
TTC3P1 	 306
NECAP1 	 390
PLXND1 	 221
LINC00680 	 176
CLCF1 	 396
DNAH10OS 	 242
SPP2 	 36
INO80B 	 225
ZNF674-AS1 	 121
SEMA6B 	 364
SPINK9 	 178
NF1 	 283
DNAJC3-AS1 	 221
SLC25A44 	 315
PARD3B 	 503
RP11-34P13.12 	 194
CANT1 	 330
GTPBP2 	 231
ZDHHC22 	 158
ADAT2 	 193
KDM2B 	 145
YIPF5 	 310
GFPT2 	 726
UQCR10 	 260
STEAP4 	 1667
LLPH 	 240
DYNC1LI1 	 279
TTC19 	 250
RP11-512F24.1 	 123
YARS 	 317
TMCO7 	 157
MAP7D1 	 696
DPP3 	 355
OSTM1 	 486
USP5 	 331
RP11-34P13.10 	 11
DCXR 	 225
NPM1P19 	 11
C8orf37 	 263
AC027612.6 	 275
CDR1 	 43
ANKRD18B 	 170
ZNF678 	 275
UNC45A 	 248
ERCC6L2 	 217
FAM173B 	 148
AGPAT2 	 537
SEMA4F 	 390
RRBP1 	 365
SLTM 	 221
GABARAP 	 228
RP11-524H19.2 	 415
C19orf12 	 298
MRPL46 	 260
HNRNPKP4 	 138
NUP160 	 255
FAM171A1 	 296
C2CD2L 	 344
CNOT3 	 273
TMEM33 	 185
LINC00649 	 240
FPGT 	 308
RP11-390K5.1 	 31
RBMS2 	 479
DUSP28 	 222
RNPEPL1 	 322
RP11-384K6.2 	 114
B4GALNT1 	 389
LARS 	 189
LMOD1 	 246
NEU3 	 137
TRIM62 	 360
IFI35 	 240
SNX6 	 262
IL6R 	 703
RP11-74E24.2 	 113
DIAPH2 	 563
RP11-889L3.1 	 186
RP11-253E3.3 	 240
PRRC2A 	 0
CTC-338M12.3 	 199
KRT18P15 	 122
TTC39A 	 263
TLR8-AS1 	 2004
CPSF3L 	 248
FYCO1 	 250
SNTA1 	 238
FOXO6 	 395
GATS 	 351
INO80 	 292
INO80E 	 149
EMG1 	 238
SLX1A 	 149
ZNF496 	 222
RP11-22B23.1 	 84
PPP2R3B 	 149
YY1AP1 	 226
C6orf57 	 201
SLC27A5 	 135
SPTLC1 	 341
LTA4H 	 216
PIWIL2 	 219
PPM1D 	 336
ZNF75A 	 203
TERF1 	 255
UBE2W 	 249
KDM3A 	 525
DSG3 	 393
OTUD5 	 304
DARS 	 287
TYSND1 	 143
TMPO-AS1 	 236
ERBB3 	 435
ZNF257 	 149
ARL6IP6 	 278
AC027601.1 	 260
RP11-206L10.2 	 85
DRG1 	 202
MOGS 	 234
RNF19A 	 321
RP11-1319K7.1 	 84
SPANXD 	 14
ACBD7 	 167
BCAP31 	 442
ZNF420 	 136
ARFGAP1 	 205
RP11-454K7.1 	 31
KIAA1984-AS1 	 232
RP11-299G20.2 	 252
AC004840.9 	 392
CYBASC3 	 173
RP4-775C13.1 	 134
SPDEF 	 229
TCTN1 	 236
VAV3 	 591
PWWP2B 	 380
BTF3L4 	 296
KLHL21 	 287
ARPC5 	 436
AC068831.6 	 297
COASY 	 208
AGFG1 	 291
CRK 	 329
CCNL1 	 233
RP11-496H1.1 	 99
GPR135 	 154
PDS5B 	 248
SLFN5 	 625
UEVLD 	 445
RPL35A 	 254
YAE1D1 	 264
RP11-473N11.2 	 142
CAND1 	 169
MYBBP1A 	 237
SLX1B 	 122
RP11-367H5.7 	 359
C12orf4 	 449
NMRAL1 	 180
DNAJC19 	 222
ZDHHC3 	 429
BRICD5 	 117
FAM86B3P 	 173
TCP11L2 	 386
ETNK1 	 130
MLST8 	 193
RP11-705C15.3 	 361
MPHOSPH9 	 145
PAFAH2 	 475
PLGRKT 	 177
SPHK2 	 205
OSGEP 	 144
EFNA1 	 268
TRABD 	 225
CICP3 	 4
RP11-61A14.3 	 142
FAM86EP 	 162
SLC41A1 	 336
SUZ12 	 208
PARG 	 191
RP11-405L18.1 	 195
RP11-131J3.1 	 69
RNU6-41 	 0
RNU6-2 	 0
ALPK3 	 333
RP11-34P13.15 	 106
C16orf58 	 268
BANF1P3 	 94
C9orf64 	 312
PLXNB2 	 434
IRAK4 	 229
SWAP70 	 395
DNAH5 	 1225
C5orf38 	 277
CHD4 	 335
NETO2 	 54
RNU6-25 	 0
RNU6-26 	 0
APOOL 	 352
ZNF70 	 197
USP1 	 270
RNU6-31 	 0
KDELR3 	 166
YJEFN3 	 131
RNU6-5 	 0
RNU6-1 	 0
RNU6-9 	 0
AGMAT 	 271
GTPBP1 	 222
RNU6-36 	 0
DIRC2 	 399
NSMAF 	 266
NT5DC2 	 155
LRRC10B 	 615
TRUB2 	 229
SOX12 	 215
GUSBP3 	 182
EID2B 	 210
CHORDC1 	 263
ARMCX5 	 274
COG4 	 214
TMX2 	 290
POLR3E 	 201
RP11-152F13.7 	 87
RSBN1L 	 379
DDIT3 	 289
RP11-157G21.2 	 264
RP4-798C17.6 	 68
RP11-422J8.1 	 481
CACTIN 	 214
MBD4 	 183
SKIV2L2 	 231
PLEKHF1 	 142
HYI 	 188
UBA5 	 217
FAM161B 	 321
MIR3615 	 208
MANBA 	 348
CICP6 	 6
RNF123 	 249
AP4B1 	 198
RP1-99E18.2 	 87
LL22NC03-80A10.6 	 214
RNU6-33 	 0
NOL6 	 234
RP11-298C3.2 	 124
RP13-270P17.2 	 420
WBP4 	 273
ZNF606 	 163
BCKDHA 	 241
LUC7L 	 234
ASL 	 213
CRLF3 	 211
TMEM55A 	 249
RAMP3 	 313
TEX2 	 186
PPAN 	 244
PIGS 	 326
RP11-483I13.2 	 93
RP11-104G3.2 	 86
MYO10 	 401
AC068522.4 	 4
FAM22E 	 71
RHOT2 	 192
ZDHHC2 	 283
KIAA1614 	 347
PRKAG1 	 247
MKI67 	 189
SLC24A1 	 223
C1orf74 	 282
ERCC3 	 291
METTL14 	 256
ADD3 	 347
HPCAL1 	 226
KTN1-AS1 	 549
RNU6-40 	 0
HSPA6 	 288
STXBP5 	 350
HEYL 	 125
AP000525.1 	 194
PTGES3 	 196
RP1-223E5.4 	 158
AL021068.1 	 350
RP11-615I2.2 	 809
LINC00674 	 248
RP11-56A21.4 	 180
JMJD8 	 202
RP11-1136G11.7 	 120
AC092171.1 	 169
ENSA 	 248
AC034193.5 	 217
ADRA2A 	 93
RNF7 	 381
KIAA1462 	 246
FGFR1OP 	 164
NDUFS7 	 217
BAG2 	 270
MTHFS 	 229
HMGXB3 	 279
PRRT3 	 461
ZNF37A 	 271
SRA1 	 203
B4GALT7 	 241
B3GALT4 	 0
IGIP 	 214
MLXIP 	 482
PNPLA2 	 257
NCKAP5L 	 346
HUS1 	 201
C1orf122 	 296
RP11-513G11.1 	 6
CTD-2287O16.1 	 99
HIST1H2BF 	 190
ARC 	 98
LRRC37B 	 152
CDK5 	 355
RP11-706O15.7 	 111
MEST 	 230
TRPC1 	 184
HMOX2 	 235
COX5A 	 215
LIN52 	 209
SYNPO2 	 859
FBXO22 	 211
EPN3 	 278
CEP63 	 235
PSMC1P9 	 60
PSME4 	 298
CLCN7 	 219
SCRIB 	 285
ZXDC 	 130
LRRC28 	 85
TRIB2 	 187
RP11-546B8.5 	 15
CCDC85C 	 328
GIGYF2 	 245
TMEM126B 	 283
FRK 	 459
RP11-151N17.2 	 178
PIGO 	 264
ARFRP1 	 341
HPS5 	 333
FAM136A 	 136
RP11-98J23.2 	 0
RBM6 	 170
GPR137 	 193
SULT1A4 	 77
NBPF8 	 200
RP11-33B1.4 	 19
ANKHD1-EIF4EBP3 	 235
MRPL22 	 260
ACTRT3 	 270
PLEKHA7 	 266
PHRF1 	 120
USP7 	 276
TTC3 	 64
POLR2B 	 237
UBA1 	 173
CDC42EP3 	 584
CYP1A1 	 15
ATAD3C 	 32
SMYD2 	 388
CAMK2N2 	 245
MED21 	 431
RP11-69L16.5 	 223
SAMD15 	 265
GRPR 	 68
LZTFL1 	 306
MLPH 	 298
CBWD6 	 5
SLC39A7 	 0
RP11-650L12.2 	 270
EIF3D 	 209
PSMB7 	 250
STON2 	 245
NOP14-AS1 	 340
C17orf58 	 220
RP11-120B7.1 	 9
ZC3H11B 	 124
CRYBB2P1 	 246
ZWINT 	 180
PEX14 	 275
WDHD1 	 156
PARVA 	 233
XXbac-B33L19.3 	 13
YTHDC2 	 245
C5orf44 	 245
KIF18A 	 149
TTC9C 	 350
FEZ2 	 269
BEND6 	 355
RP11-499F3.2 	 1
SLC27A1 	 189
ZNHIT1 	 155
HBS1L 	 284
SRGAP1 	 384
CGREF1 	 148
CTA-313A17.4 	 69
APOL6 	 619
BPTF 	 167
USP4 	 150
NBEAL2 	 117
SMUG1 	 196
RRAGB 	 165
ROMO1 	 206
KCNN4 	 1018
RAB43P1 	 196
RPL7P47 	 15
MAN2B1 	 259
GABPB1-AS1 	 167
GNA14 	 163
RNU6-11 	 0
MFSD8 	 243
ATG13 	 317
CT45A5 	 11
PEX1 	 179
CHCHD7 	 229
RP11-231E4.4 	 263
RAB36 	 453
RNF125 	 408
RNU6-37 	 0
CTNND1 	 345
LHX4 	 184
KNTC1 	 247
NDC80 	 145
THBS3 	 154
RP5-842K24.2 	 430
HSBP1L1 	 234
RPA3 	 227
LPCAT3 	 246
RPL7AP30 	 14
HES4 	 357
HSPB1P2 	 239
ARHGEF35 	 281
NME6 	 234
NUPR1 	 164
PLEKHA8 	 408
GNPAT 	 244
TRPM7 	 152
REL 	 166
ALG9 	 334
NMNAT1 	 152
RILPL1 	 262
RP3-467N11.1 	 318
ATP5S 	 277
IL29 	 98
STAG3L3 	 90
MAP3K12 	 205
CICP7 	 4
CBR3 	 296
HMCN1 	 658
RP1-40E16.8 	 129
GTF2H2C 	 170
GIT1 	 257
ZGPAT 	 194
C19orf68 	 258
LRP5 	 241
CTC-340A15.2 	 135
MGAT2 	 312
COL1A1 	 300
RP11-15J10.1 	 2
QTRT1 	 162
FAM82A2 	 163
VSIG10L 	 320
PRPF39 	 193
IQGAP3 	 166
EZH2 	 153
COQ7 	 305
TMEM5 	 183
NAPRT1 	 125
FN3K 	 102
RFXAP 	 136
RP11-334C17.5 	 226
COTL1 	 711
USP51 	 216
RP11-513M16.2 	 303
HSPD1P6 	 64
FASTKD2 	 218
PFN1 	 248
PCSK7 	 149
MRPS22 	 250
LINC00365 	 229
RP11-459E5.1 	 96
C16orf87 	 210
RP11-156P1.3 	 186
C14orf80 	 238
FBXO18 	 223
RP5-991G20.4 	 225
ADCY6 	 434
TULP3 	 318
SEC23A 	 406
HLA-H 	 0
RP11-218E20.3 	 59
RP11-1136G11.6 	 133
TEX10 	 295
AL592284.1 	 439
CCL22 	 138
PIK3R1 	 315
FECH 	 252
C9orf142 	 287
AL391994.1 	 48
ZNF480 	 190
ZNF514 	 222
ANKRD36BP1 	 224
PBK 	 181
CLIP4 	 1280
CTD-2517M14.5 	 174
RPUSD3 	 221
LMBR1 	 108
HAUS3 	 159
TTL 	 149
DHPS 	 263
RP11-1H8.2 	 117
RP11-697M17.1 	 141
C15orf59 	 67
AP2A2 	 235
WNT3 	 152
MOCS2 	 257
XRCC2 	 123
XPNPEP1 	 183
TIAM1 	 158
ALG1 	 225
RUSC1 	 149
RPL21P134 	 0
PPM1K 	 218
SULT2B1 	 247
NBPF11 	 113
CTD-2653M23.2 	 198
SNHG9 	 104
ERCC1 	 218
RP11-346A9.1 	 219
CHST3 	 443
MSX1 	 527
KRT5 	 643
RRP12 	 166
RP11-17A4.2 	 157
TMEM80 	 120
TPGS1 	 351
VEZT 	 413
RPAIN 	 143
SNHG10 	 105
TMEM214 	 204
MRPS18C 	 276
USP22 	 231
AXIN1 	 183
RP11-872J21.3 	 167
GBE1 	 312
DDX39A 	 194
AHSA2 	 100
CHFR 	 214
GPN2 	 272
VAX2 	 202
TUT1 	 140
ZRANB2 	 207
PPIAP11 	 8
HERC5 	 252
NARS2 	 186
ZNF225 	 127
C10orf95 	 119
REPIN1 	 144
KDM5C 	 220
DDX51 	 142
VTN 	 771
LRRC37A4P 	 18
TBC1D22A 	 245
CECR5 	 154
CCPG1 	 350
CDC42SE2 	 194
SHARPIN 	 205
PRC1 	 158
GS1-124K5.11 	 176
GALNTL4 	 263
TAF1B 	 231
DRG2 	 146
C12orf44 	 278
SETD5 	 215
CLDN15 	 147
AMFR 	 175
YPEL3 	 296
CXCL16 	 403
FSTL4 	 15
TFPT 	 225
CREB3 	 469
RCL1 	 92
NMRK1 	 106
MIR1302-10 	 144
LMO4 	 206
PTENP1 	 165
RP11-111F5.4 	 149
PSPC1P1 	 104
KLC1 	 173
NCKAP5 	 105
SUMO2P1 	 0
RNF122 	 130
PLCG2 	 224
FBXW7 	 272
RP11-256I9.2 	 34
PDK1 	 261
SLC38A1 	 280
RABL5 	 313
NELF 	 193
CGA 	 237
COX11 	 204
FAM98A 	 243
VIPR1 	 102
SNAPIN 	 179
ERVK13-1 	 135
MEN1 	 126
TPRN 	 133
RP11-645C24.2 	 12
RNF224 	 297
RP11-463M16.4 	 90
EXOSC8 	 168
ZNF687 	 273
ZFAND5 	 221
TOR4A 	 225
GALNS 	 278
CLMP 	 73
ULBP1 	 522
RP11-57H14.4 	 211
RP11-3J10.4 	 194
RP3-341D10.4 	 155
RP11-37B2.1 	 173
EML3 	 143
RP11-84A19.2 	 151
ZNF74 	 118
CUEDC2 	 149
RP11-481A12.5 	 117
MID1IP1 	 251
METAP1D 	 146
FAM157B 	 12
NSUN6 	 200
TUBB6 	 338
RP11-537P22.1 	 170
THAP2 	 228
IFI27 	 243
HNRNPA3P5 	 20
KIAA0664 	 212
RPS4XP3 	 138
PPAPDC1B 	 188
AF127577.8 	 177
FAM98C 	 189
DLG1 	 236
ACAP3 	 73
RP11-7G12.2 	 134
ZFP36L1 	 198
JTB 	 165
LUZP2 	 87
RP11-632K5.5 	 4
BIK 	 895
SNRPEP4 	 202
MRPL47 	 295
GSTT1 	 218
C8orf82 	 137
HSD11B2 	 142
WSB1 	 291
GAK 	 210
MRPL32 	 140
CD59 	 412
TMEM57 	 328
CCDC34 	 130
HIST1H2BC 	 443
FAM200A 	 190
BRD9 	 137
COMTD1 	 358
FAM109B 	 140
ILDR1 	 251
GPC6 	 289
SLITRK6 	 375
CDYL2 	 472
HDDC3 	 187
AAAS 	 132
RP11-734J24.1 	 1
RP11-734I18.1 	 194
ESPN 	 224
ABCA2 	 456
NDE1 	 134
LYN 	 518
FUT9 	 476
RP11-496I9.1 	 86
KIAA1211L 	 409
GNG7 	 73
RP3-337H4.6 	 20
HCFC2 	 348
AC110373.1 	 65
CBWD7 	 4
FAM3C2 	 144
CICP4 	 12
AL645728.1 	 37
PTK6 	 363
RP11-545E17.3 	 209
C16orf80 	 231
SEPT3 	 177
NSRP1 	 221
RP13-585F24.1 	 0
AC009113.1 	 84
UNC93B1 	 326
CUEDC1 	 398
SPICE1 	 218
FAF1 	 258
MTND5P11 	 118
CTCF 	 182
HDAC3 	 221
IFRD2 	 163
PRIM2 	 200
FAM3A 	 156
IFT20 	 267
GALNT6 	 253
RFXANK 	 248
RNPS1 	 147
EIF2B5 	 171
WDR54 	 222
RP11-158K1.3 	 152
TMBIM4 	 63
CYB5D2 	 292
SHC2 	 333
RP11-480I12.5 	 181
TMEM161A 	 229
RP11-418J17.1 	 235
TRAPPC1 	 215
AURKA 	 193
AMH 	 119
STX4 	 234
CTA-204B4.2 	 143
GGT7 	 163
RP11-649A18.12 	 146
CCDC64B 	 92
HAUS4 	 184
C11orf58 	 142
RP11-307E17.8 	 224
ACHE 	 146
PPCS 	 226
CRY1 	 271
SYF2 	 276
CCDC176 	 309
RP11-706O15.1 	 135
ZNF238 	 523
PYGO1 	 80
RWDD2A 	 102
PIK3C2B 	 350
RP11-764K9.2 	 146
ACADS 	 157
NCOA3 	 191
HTRA1 	 136
SULT1A3 	 70
RTP4 	 169
G2E3 	 161
RP4-758J18.9 	 0
PPP1R18 	 0
SGCG 	 122
TGFB3 	 143
CTB-147C22.3 	 0
POLR3D 	 287
TPD52L1 	 48
PPP2R2A 	 327
HARS2 	 187
RP11-73E17.2 	 175
LRRC41 	 159
BAIAP2-AS1 	 218
RP11-34P13.7 	 161
RP11-421N8.1 	 137
EPHB2 	 258
AEN 	 234
MAPK8 	 158
SLCO4C1 	 463
RP11-48B3.4 	 51
PDF 	 216
XBP1 	 103
RRP7B 	 120
AKAP17A 	 203
RP11-455F5.3 	 118
RP11-22C11.2 	 250
HEXIM2 	 321
AEBP2 	 242
CCAR1 	 149
PTTG1 	 119
HMGN2P3 	 4
SP100 	 309
FMO5 	 327
ATP9A 	 417
POLDIP2 	 189
CYP51P2 	 132
SLITRK4 	 63
GGA3 	 174
RP11-34P13.13 	 33
CC2D1B 	 335
KAT6B 	 192
CTD-2256P15.2 	 207
ZCRB1 	 213
MEIS3P2 	 184
C1orf43 	 181
NDUFB2 	 150
RP11-423O2.5 	 155
ECHDC2 	 170
HSD17B10 	 171
COA6 	 190
ARMC10 	 99
HMGN2P6 	 1
GS1-257G1.1 	 148
RP1-24O22.3 	 1
CLSTN2 	 212
MFI2 	 116
RIOK2 	 161
FAM201B 	 69
CHEK1 	 167
AK1 	 201
C4orf36 	 46
TSN 	 218
B9D2 	 185
RP5-836N10.1 	 65
AP1AR 	 130
VPS52 	 0
NUDT16L1 	 216
CT45A2 	 10
KRT6B 	 101
GRIK3 	 38
RP4-758J18.2 	 51
TSPY26P 	 127
AQP11 	 221
RP11-512M8.3 	 196
NPR1 	 1038
INTS8 	 224
ALG3 	 181
IFIH1 	 266
CT45A1 	 9
SNX13 	 228
RP11-153A23.6 	 258
TMEM19 	 253
SCML1 	 231
MC1R 	 246
RP11-453F18__B.1 	 114
TPP2 	 157
BCL2L13 	 296
UBE3B 	 228
IFNB1 	 90
CSF1 	 260
DHRS11 	 159
GATSL2 	 98
METTL10 	 160
METTL17 	 186
WDR70 	 150
HSH2D 	 193
RP11-730G20.2 	 98
PPP1R16A 	 226
TMEM138 	 158
FAM212B 	 172
CTD-2574D22.4 	 190
RP11-305M3.3 	 93
CTB-55B8.1 	 0
DENND4A 	 157
ARFIP2 	 185
SPESP1 	 214
EIF3E 	 166
AC069513.3 	 164
MLYCD 	 187
DIO2 	 121
MAN2A2 	 104
MZT2A 	 206
RNF138 	 138
DPH2 	 117
RP11-54O7.3 	 147
TMEM86B 	 135
CRTC2 	 176
MYO19 	 177
MTERFD3 	 167
TATDN2P3 	 151
ZNF587B 	 182
EVA1B 	 159
ZNF492 	 73
RNF25 	 284
NBPF4 	 288
C19orf35 	 2
AC013268.2 	 95
C4orf29 	 185
EGFL8 	 0
HIST1H3E 	 292
RP1-80N2.3 	 130
HDDC2 	 163
KIAA1324 	 217
COL23A1 	 46
AC073346.2 	 244
ABHD8 	 285
MT1F 	 186
LRSAM1 	 289
PPP4R1L 	 265
TBCEL 	 226
ISCA2 	 226
AC125232.1 	 143
ZNF713 	 198
GRTP1 	 231
ISY1 	 159
TPST1 	 257
WTIP 	 233
RBM48 	 170
SGSM3 	 143
RP11-613H2.2 	 106
WRN 	 229
MCRS1 	 191
ZNF329 	 124
DTX3 	 221
CLIC3 	 473
AC004017.1 	 104
TTC14 	 214
IPP 	 200
STARD3NL 	 243
PRR14 	 173
ALG10B 	 206
CCNT2 	 200
WDR27 	 129
RGL2 	 0
ATF4P4 	 141
RP11-361F15.2 	 335
TARBP2 	 212
AC016773.1 	 133
MYEOV2 	 70
PLEKHD1 	 8
UGGT2 	 247
MLL3 	 161
EPHB4 	 355
TUBGCP3 	 132
TMEM194B 	 185
AC025335.1 	 111
PRDX3 	 216
SUPT5H 	 242
ABCC10 	 229
SLMAP 	 309
BICD1 	 204
WDR86 	 238
PRKCSH 	 166
KCTD12 	 96
LONP1 	 254
EXOSC9 	 138
EIF2A 	 185
CTD-2047H16.4 	 183
RP11-541N10.3 	 249
GLA 	 188
MPC2 	 161
VPS45 	 205
SEPT9 	 416
C10orf47 	 265
DDX60L 	 257
RP11-1348G14.4 	 182
RP11-367E12.4 	 242
TELO2 	 143
DMTF1 	 171
RP11-89M16.1 	 2
EIF3H 	 236
OAF 	 242
C1orf52 	 218
AC022311.1 	 2
ANKRD13C 	 207
YARS2 	 240
ADCK3 	 123
WDR20 	 195
HNMT 	 725
RP11-488L18.10 	 102
DDX55 	 156
MORC2 	 143
RPRM 	 274
RP11-566E18.3 	 118
C16orf85 	 194
CA2 	 228
SRGAP2B 	 179
LAD1 	 295
DENND1C 	 246
C9orf16 	 102
ATP5EP2 	 28
SCRN2 	 167
ZNF664 	 206
CNPY3 	 165
PCNT 	 148
AC097359.1 	 265
ZNF273 	 186
CTD-3185P2.1 	 169
DNM1L 	 219
RP11-413E6.8 	 137
CD83 	 163
PPP3CB 	 104
COQ9 	 152
RP11-977G19.5 	 150
MTO1 	 111
IBTK 	 223
HLA-B 	 1009
CEP41 	 214
NSMCE1 	 138
ATF7IP2 	 130
C12orf45 	 187
EMC9 	 145
NDUFA3 	 177
C17orf70 	 140
PANK2 	 220
RP1-228H13.5 	 82
NPRL3 	 121
TSGA10 	 141
ATN1 	 167
ZNF230 	 186
CICP5 	 5
TRMU 	 104
FNTA 	 180
FAM83A 	 294
CDK11A 	 122
TMEM54 	 241
ERAL1 	 143
NDST2 	 171
ENOSF1 	 85
ZNF789 	 223
TMUB2 	 205
TIGD3 	 109
FAM114A1 	 325
TNRC18P1 	 208
EEFSEC 	 128
PHKG2 	 114
RPL26P30 	 108
APOA1BP 	 161
HIST1H2AJ 	 112
PHC1P1 	 157
NOP2 	 161
C9orf106 	 105
TLN1 	 499
PRPF38B 	 108
TMEM38A 	 271
SC5DL 	 373
HDAC8 	 279
COX4I1 	 107
RTKN2 	 247
KLHDC4 	 128
MGEA5 	 160
TNS4 	 665
UCK1 	 209
C2orf16 	 110
EHBP1L1 	 150
RP11-371B4.2 	 52
TMEM222 	 230
PLRG1 	 216
CTD-2510F5.4 	 142
AC006978.6 	 199
OCIAD2 	 230
RPL24P4 	 119
TPCN2 	 156
ZNF12 	 203
MINOS1 	 124
RP11-930P14.2 	 113
SLC25A53 	 171
AL357673.1 	 115
CTD-2015B23.2 	 116
HCG4P5 	 705
AF238380.3 	 142
CSDE1 	 177
CEP135 	 9
CCDC90B 	 298
AC004893.11 	 127
DAXX 	 0
UBXN4 	 184
AC007389.3 	 63
TXNDC5 	 259
FMNL2 	 229
AC010536.1 	 169
UQCC 	 155
ETHE1 	 154
RFWD2 	 168
DEPDC1 	 114
C9orf174 	 20
EFNA4 	 133
RP11-61A14.2 	 105
PLEKHG2 	 422
DCUN1D3 	 298
C2orf43 	 149
ACOT1 	 250
AC074182.1 	 178
MDC1 	 0
CD55 	 203
GTF3C2 	 130
KCNK2 	 101
PRDM6 	 131
ST8SIA6 	 153
RASA4DP 	 51
HERPUD1 	 223
SH2D3A 	 338
FSCN1 	 236
RNLS 	 235
RP13-614K11.2 	 757
RPL23AP7 	 89
QPCTL 	 145
RP11-488C13.5 	 148
RSBN1L-AS1 	 212
PET117 	 162
FLYWCH1 	 93
HCG25 	 0
SP4 	 295
